catalog_id,title,published_title,url,year,acta_number,section,part,publication_date,publication_date_raw,source_type,source_page_url,listing_status,first_seen_at,last_seen_at,page_occurrences,alternate_urls
2022-semnnimb-06-completa,Acta No 06 de 2022 SEMNNIMB,Acta No 06 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-06-2022-sala-especializada-moleculas-nuevas,2022,06,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2022-semnnimb-07-completa,Acta No 07 de 2022 SEMNNIMB,Acta No 07 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2007_20de_202022_20semnnimbpdf,2022,07,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2022-semnnimb-08-completa,Acta No 08 de 2022 SEMNNIMB,Acta No 08 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-08-2022-sala-especializada-moleculas-nuevas,2022,08,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2022-semnnimb-09-completa,Acta No 09 de 2022 SEMNNIMB,Acta No 09 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2009_20de_202022_20semnnimbpdf-1,2022,09,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2022-semnnimb-10-completa,Acta No 10 de 2022 SEMNNIMB,Acta No 10 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-10-2022-sala-especializada-moleculas-nuevas,2022,10,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2022-semnnimb-11-completa,Acta No 11 de 2022 SEMNNIMB,Acta No 11 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/122422,2022,11,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2022-semnnimb-12-completa,Acta No 12 de 2022 SEMNNIMB,Acta No 12 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-12-2022-sala-especializada-moleculas-nuevas,2022,12,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2022-semnnimb-13-completa,Acta No 13 de 2022 SEMNNIMB,Acta No 13 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2013_20de_202022_20semnnimbpdf,2022,13,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2022-semnnimb-14-completa,Acta No 14 de 2022 SEMNNIMB,Acta No 14 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-14-2022-sala-especializada-moleculas-nuevas,2022,14,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2022-semnnimb-15-completa,Acta No 15 de 2022 SEMNNIMB,Acta No 15 de 2022 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-15-2022-sala-especializada-moleculas-nuevas,2022,15,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-01-completa,Acta No 01 de 2023 SEMNNIMB,Acta No 01 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-01-2023-sala-especializada-moleculas-nuevas,2023,01,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-02-primera-parte,Acta No 02 de 2023 SEMNNIMB Primera Parte,Acta No 02 de 2023 SEMNNIMB Primera Parte,https://www.invima.gov.co/biblioteca/download/123447,2023,02,SEMNNIMB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-03-primera-parte,Acta No 03 de 2023 SEMNNIMB Primera Parte,Acta No 03 de 2023 SEMNNIMB Primera Parte,https://www.invima.gov.co/biblioteca/download/123058,2023,03,SEMNNIMB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-03-segunda-parte,Acta No 03 de 2023 SEMNNIMB Segunda Parte,Acta No 03 de 2023 SEMNNIMB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-03-2023-semnnimb-segunda-parte,2023,03,SEMNNIMB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-04-completa,Acta No 04 de 2023 SEMNNIMB,Acta No 04 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/90263,2023,04,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-05-completa,Acta No 05 de 2023 SEMNNIMB,Acta No 05 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-05-2023-sala-especializada-moleculas-nuevas-90258,2023,05,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-06-completa,Acta No 06 de 2023 SEMNNIMB,Acta No 06 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2006_20de_202023_20semnnimbpdf-1,2023,06,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-07-completa,Acta No 07 de 2023 SEMNNIMB,Acta No 07 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2007_20de_202023_20semnnimbpdf-1,2023,07,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-08-completa,Acta No 08 de 2023 SEMNNIMB,Acta No 08 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2008_20de_202023_20semnnimbpdf,2023,08,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-09-primera-parte,Acta No 09 de 2023 SEMNNIMB Primera Parte,Acta No 09 de 2023 SEMNNIMB Primera Parte,https://www.invima.gov.co/biblioteca/download/90256,2023,09,SEMNNIMB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-09-segunda-parte,Acta No 09 de 2023 SEMNNIMB Segunda Parte,Acta No 09 de 2023 SEMNNIMB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-09-2023-semnnimb-segunda-parte,2023,09,SEMNNIMB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-10-completa,Acta No 10 de 2023 SEMNNIMB,Acta No 10 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/90264,2023,10,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-11-completa,Acta No 11 de 2023 SEMNNIMB,Acta No 11 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-11-2023-sala-especializada-moleculas-nuevas-90262,2023,11,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-12-completa,Acta No 12 de 2023 SEMNNIMB,Acta No 12 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-12-2023-sala-especializada-moleculas-nuevas,2023,12,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-13-completa,Acta No 13 de 2023 SEMNNIMB,Acta No 13 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-13-2023-sala-especializada-moleculas-nuevas,2023,13,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-14-completa,Acta No 14 de 2023 SEMNNIMB,Acta No 14 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-14-2023-sala-especializada-moleculas-nuevas,2023,14,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-15-completa,Acta No 15 de 2023 SEMNNIMB,Acta No 15 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2015_20de_202023_20semnnimbpdf,2023,15,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2023-semnnimb-16-completa,Acta No 16 de 2023 SEMNNIMB,Acta No 16 de 2023 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-16-2023-sala-especializada-moleculas-nuevas,2023,16,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-01-completa,Acta No 01 de 2024 SEMNNIMB,Acta No 01 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2001_20de_202024_20semnnimbpdf,2024,01,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-02-completa,Acta No 02 de 2024 SEMNNIMB,Acta No 02 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2002_20de_202024_20semnnimbpdf,2024,02,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-03-completa,Acta No 03 de 2024 SEMNNIMB,Acta No 03 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-03-2024-sala-especializada-moleculas-nuevas,2024,03,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-04-completa,Acta No 04 de 2024 SEMNNIMB,Acta No 04 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2004_20de_202024_20semnnimbpdf,2024,04,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-05-completa,Acta No 05 de 2024 SEMNNIMB,Acta No 05 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2005_20de_202024_20semnnimbpdf-1,2024,05,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-06-completa,Acta No 06 de 2024 SEMNNIMB,Acta No 06 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2006_20de_202024_20semnnimb_1pdf,2024,06,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-07-completa,Acta No 07 de 2024 SEMNNIMB,Acta No 07 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2007_20de_202024_20semnnimbpdf,2024,07,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-08-completa,Acta No 08 de 2024 SEMNNIMB,Acta No 08 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-08-2024-sala-especializada-moleculas-nuevas,2024,08,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-09-completa,Acta No 09 de 2024 SEMNNIMB,Acta No 09 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-no-09-2024-sala-especializada-moleculas-nuevas,2024,09,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-10-completa,Acta No 10 de 2024 SEMNNIMB,Acta No 10 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-10-2024-sala-especializada-moleculas-nuevas,2024,10,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-11-primera-parte,Acta No 11 de 2024 SEMNNIMB Primera Parte,Acta No 11 de 2024 SEMNNIMB Primera Parte,https://www.invima.gov.co/biblioteca/download/91144,2024,11,SEMNNIMB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-12-completa,Acta No 12 de 2024 SEMNNIMB,Acta No 12 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/122671,2024,12,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-13-completa,Acta No 13 de 2024 SEMNNIMB,Acta No 13 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_20no_2013_20de_202024_20semnnimbpdf-1,2024,13,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-14-completa,Acta No 14 de 2024 SEMNNIMB,Acta No 14 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/91158,2024,14,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-15-completa,Acta No 15 de 2024 SEMNNIMB,Acta No 15 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/123360,2024,15,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-16-completa,Acta No 16 de 2024 SEMNNIMB,Acta No 16 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-16-2024-sala-especializada-moleculas-nuevas,2024,16,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-17-completa,Acta No 17 de 2024 SEMNNIMB,Acta No 17 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/124312,2024,17,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-18-completa,Acta No 18 de 2024 SEMNNIMB,Acta No 18 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/145545,2024,18,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-19-completa,Acta No 19 de 2024 SEMNNIMB,Acta No 19 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/145544,2024,19,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-20-completa,Acta No 20 de 2024 SEMNNIMB,Acta No 20 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_no_20_de_2024_semnnimbpdf,2024,20,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-21-completa,Acta No 21 de 2024 SEMNNIMB,Acta No 21 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_no_21_de_2024_semnnimbpdf-1,2024,21,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-22-completa,Acta No 22 de 2024 SEMNNIMB,Acta No 22 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/122615,2024,22,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-23-completa,Acta No 23 de 2024 SEMNNIMB,Acta No 23 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/122552,2024,23,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-24-completa,Acta No 24 de 2024 SEMNNIMB,Acta No 24 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_no_24_de_2024_semnnimb_1pdf,2024,24,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-25-completa,Acta No 25 de 2024 SEMNNIMB,Acta No 25 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/download/123389,2024,25,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-26-completa,Acta No 26 de 2024 SEMNNIMB,Acta No 26 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-26-2024-sala-especializada-medicamentos-biologicos,2024,26,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2024-semnnimb-27-completa,Acta No 27 de 2024 SEMNNIMB,Acta No 27 de 2024 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta_no_27_de_2024_semnnimbpdf-1,2024,27,SEMNNIMB,,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-01-primera-parte,Acta No 01 de 2025 SEMPB Primera Parte,Acta No 01 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_01_de_2025_sempb_primera_partepdf,2025,01,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-01-segunda-parte,Acta No 01 de 2025 SEMPB Segunda Parte,Acta No 01 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta_no_01_de_2025_sempb_segunda_partepdf-1,2025,01,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-01-tercera-parte,Acta No 01 de 2025 SEMPB Tercera Parte,Acta No 01 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta-no-01-2025-sempb-tercera-parte,2025,01,SEMPB,Tercera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-02-primera-parte,Acta No 02 de 2025 SEMPB Primera Parte,Acta No 02 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_02_de_2025_sempb_primera_parte_1pdf,2025,02,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-02-segunda-parte,Acta No 02 de 2025 SEMPB Segunda Parte,Acta No 02 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/download/90761,2025,02,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-02-tercera-parte,Acta No 02 de 2025 SEMPB Tercera Parte,Acta No 02 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta_no_02_de_2025_sempb_tercera_partepdf-1,2025,02,SEMPB,Tercera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-02-cuarta-parte,Acta No 02 de 2025 SEMPB Cuarta Parte,Acta No 02 de 2025 SEMPB Cuarta Parte,https://www.invima.gov.co/biblioteca/download/90767,2025,02,SEMPB,Cuarta Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-03-primera-parte,Acta No 03 de 2025 SEMPB Primera Parte,Acta No 03 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_03_de_2025_sempb_primera_parte_1pdf,2025,03,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-03-segunda-parte,Acta No 03 de 2025 SEMPB Segunda Parte,Acta No 03 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta_no_03_de_2025_sempb_segunda_partepdf-1,2025,03,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-03-tercera-parte,Acta No 03 de 2025 SEMPB Tercera Parte,Acta No 03 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/download/123050,2025,03,SEMPB,Tercera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-04-primera-parte,Acta No 04 de 2025 SEMPB Primera Parte,Acta No 04 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/90762,2025,04,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-04-segunda-parte,Acta No 04 de 2025 SEMPB Segunda Parte,Acta No 04 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-no-04-2025-sempb-segunda-parte,2025,04,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-04-tercera-parte,Acta No 04 de 2025 SEMPB Tercera Parte,Acta No 04 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta-no-04-de-2025-sempb-tercera-parte,2025,04,SEMPB,Tercera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-05-primera-parte,Acta No 05 de 2025 SEMPB Primera Parte,Acta No 05 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta-no-05-2025-sempb-primera-parte,2025,05,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-05-segunda-parte,Acta No 05 de 2025 SEMPB Segunda Parte,Acta No 05 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-no-05-2025-sempb-segunda-parte,2025,05,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-06-primera-parte,Acta No 06 de 2025 SEMPB Primera Parte,Acta No 06 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/download/90750,2025,06,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-06-segunda-parte,Acta No 06 de 2025 SEMPB Segunda Parte,Acta No 06 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta-no-06-2025-sempb-segunda-parte,2025,06,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-06-tercera-parte,Acta No 06 de 2025 SEMPB Tercera Parte,Acta No 06 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta-no-06-2025-sempb-tercera-parte,2025,06,SEMPB,Tercera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-06-cuarta-parte,Acta No 06 de 2025 SEMPB Cuarta Parte,Acta No 06 de 2025 SEMPB Cuarta Parte,https://www.invima.gov.co/biblioteca/acta_no_06_de_2025_sempb__cuarta_partepdf-1,2025,06,SEMPB,Cuarta Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-07-primera-parte,Acta No 07 de 2025 SEMPB Primera Parte,Acta No 07 de 2025 SEMPB Primera Parte,https://www.invima.gov.co/biblioteca/acta_no_07_de_2025_sempb_primera_parte_1pdf,2025,07,SEMPB,Primera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-07-segunda-parte,Acta No 07 de 2025 SEMPB Segunda Parte,Acta No 07 de 2025 SEMPB Segunda Parte,https://www.invima.gov.co/biblioteca/acta_no_07_de_2025_sempb_segunda_partepdf-1,2025,07,SEMPB,Segunda Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
2025-sempb-07-tercera-parte,Acta No 07 de 2025 SEMPB Tercera Parte,Acta No 07 de 2025 SEMPB Tercera Parte,https://www.invima.gov.co/biblioteca/acta_no_07_de_2025_sempb_tercera_partepdf,2025,07,SEMPB,Tercera Parte,,,official,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,known,,,1,
