title,url,year,acta_number,section,part,source_type,publication_date,source_page_url,catalog_id,listing_status
Acta No 23 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-23-de-2018-SEM.pdf,2018,23,SEM,,official,2018-09-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-23-completa,listed
Acta No 24 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-24-de-2018-SEM.pdf,2018,24,SEM,,official,2018-09-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-24-completa,listed
Acta No 25 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-25-de-2018-SEM.pdf,2018,25,SEM,,official,2018-09-24,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-25-completa,listed
Acta No 26 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-26-de-2018-SEM.pdf,2018,26,SEM,,official,2018-10-03,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-26-completa,listed
Acta No 27 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-27-de-2018-SEM.pdf,2018,27,SEM,,official,2018-10-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-27-completa,listed
Acta No 28 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-28-de-2018-SEM.pdf,2018,28,SEM,,official,2018-10-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-28-completa,listed
Acta No 29 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-29-de-2018-SEM.pdf,2018,29,SEM,,official,2018-11-06,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-29-completa,listed
Acta No 30 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-30-de-2018-SEM.pdf,2018,30,SEM,,official,2018-10-23,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-30-completa,listed
Acta No 31 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-31-de-2018-SEM.pdf,2018,31,SEM,,official,2018-11-19,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-31-completa,listed
Acta No 32 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-32-de-2018-SEM.pdf,2018,32,SEM,,official,2018-11-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-32-completa,listed
Acta No 33 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-33-de-2018-SEM.pdf,2018,33,SEM,,official,2018-12-20,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-33-completa,listed
Acta No 34 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta_No_34_de_2018_SEM.pdf,2018,34,SEM,,official,2018-12-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-34-completa,listed
Acta No 35 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-35-de-2018-SEM.pdf,2018,35,SEM,,official,2018-12-28,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-35-completa,listed
Acta No 36 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-36-de-2018-SEM.pdf,2018,36,SEM,,official,2019-01-22,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-36-completa,listed
Acta No 37 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-37-de-2018-SEM.pdf,2018,37,SEM,,official,2019-01-31,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-37-completa,listed
Acta No 38 de 2018 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-38-de-2018-SEM.pdf,2018,38,SEM,,official,2019-02-06,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-sem-38-completa,listed
Acta No 01 de 2018 SEMNNIMB Primera Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-01-de-2018-SEMNNIMB-Primera-parte.pdf,2018,01,SEMNNIMB,Primera Parte,official,2018-02-23,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-01-primera-parte,listed
Acta No 01 de 2018 SEMNNIMB Segunda Parte,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/ACTA-01-SEGUNDA-PARTE-SEMNNIMB-2018.pdf,2018,01,SEMNNIMB,Segunda Parte,official,2018-03-26,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-01-segunda-parte,listed
Acta No 02 de 2018 SEMNNIMB,https://www.invima.gov.co/biblioteca/acta-no-02-de-2018-semnnimbpdf-2,2018,02,SEMNNIMB,,official,2018-04-17,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-02-completa,listed
Acta No 03 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-03-de-2018-SEMNNIMB.pdf,2018,03,SEMNNIMB,,official,2018-05-09,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-03-completa,listed
Acta No 04 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-04-de-2018-SEMNNIMB.pdf,2018,04,SEMNNIMB,,official,2018-06-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-04-completa,listed
Acta No 05 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-05-de-2018-SEMNNIMB.pdf,2018,05,SEMNNIMB,,official,2018-06-08,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-05-completa,listed
Acta No 06 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-06-de-2018-SEMNNIMB.pdf,2018,06,SEMNNIMB,,official,2018-06-21,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-06-completa,listed
Acta No 07 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-07-de-2018-SEMNNIMB.pdf,2018,07,SEMNNIMB,,official,2018-07-06,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-07-completa,listed
Acta No 08 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-08-de-2018-SEMNNIMB.pdf,2018,08,SEMNNIMB,,official,2018-07-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-08-completa,listed
Acta No 09 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-09-de-2018-SEMNNIMB.pdf,2018,09,SEMNNIMB,,official,2018-08-28,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-09-completa,listed
Acta No 10 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-10-de-2018-SEMNNIMB.pdf,2018,10,SEMNNIMB,,official,2018-08-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-10-completa,listed
Acta No 11 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-11-de-2018-SEMNNIMB.pdf,2018,11,SEMNNIMB,,official,2018-10-01,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-11-completa,listed
Acta No 12 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-12-de-2018-SEMNNIMB.pdf,2018,12,SEMNNIMB,,official,2018-10-01,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-12-completa,listed
Acta No 13 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-13-de-2018-SEMNNIMB.pdf,2018,13,SEMNNIMB,,official,2018-10-25,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-13-completa,listed
Acta No 14 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-14-de-2018-SEMNNIMB.pdf,2018,14,SEMNNIMB,,official,2018-10-29,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-14-completa,listed
Acta No 15 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-15-de-2018-SEMNNIMB.pdf,2018,15,SEMNNIMB,,official,2018-12-20,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-15-completa,listed
Acta No 16 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-16-de-2018-SEMNNIMB.pdf,2018,16,SEMNNIMB,,official,2018-12-20,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-16-completa,listed
Acta No 17 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-17-de-2018-SEMNNIMB.pdf,2018,17,SEMNNIMB,,official,2019-01-11,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-17-completa,listed
Acta No 18 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-18-de-2018-SEMNNIMB.pdf,2018,18,SEMNNIMB,,official,2019-01-24,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-18-completa,listed
Acta No 19 de 2018 SEMNNIMB,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-19-de-2018-SEMNNIMB.pdf,2018,19,SEMNNIMB,,official,2019-02-14,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2018-semnnimb-19-completa,listed
Acta No 01 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-01-de-2019-SEM.pdf,2019,01,SEM,,official,2019-01-15,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-01-completa,listed
Acta No 03 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-03-de-2019-SEM.pdf,2019,03,SEM,,official,2019-02-15,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-03-completa,listed
Acta No 04 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-04-de-2019-SEM.pdf,2019,04,SEM,,official,2019-02-15,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-04-completa,listed
Acta No 05 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-05-de-2019-SEM.pdf,2019,05,SEM,,official,2019-03-06,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-05-completa,listed
Acta No 06 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-06-de-2019-SEM.pdf,2019,06,SEM,,official,2019-03-27,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-06-completa,listed
Acta No 07 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-07-de-2019-SEM.pdf,2019,07,SEM,,official,2019-04-05,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-07-completa,listed
Acta No 08 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-08-de-2019-SEM.pdf,2019,08,SEM,,official,2019-04-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-08-completa,listed
Acta No 09 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-09-de-2019-SEM.pdf,2019,09,SEM,,official,2019-05-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-09-completa,listed
Acta No 10 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-10-de-2019-SEM.pdf,2019,10,SEM,,official,2019-05-13,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-10-completa,listed
Acta No 11 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-11-de-2019-SEM.pdf,2019,11,SEM,,official,2019-06-04,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-11-completa,listed
Acta No 12 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-12-de-2019-SEM.pdf,2019,12,SEM,,official,2019-05-30,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-12-completa,listed
Acta No 13 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-13-de-2019-SEM.pdf,2019,13,SEM,,official,2019-06-12,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-13-completa,listed
Acta No 14 de 2019 SEM,https://www.invima.gov.co/invima_website/static/attachments/medicamentos_sala_especializada_medicamentos_sintesis/Acta-No-14-de-2019-SEM.pdf,2019,14,SEM,,official,2019-07-10,https://www.invima.gov.co/productos-vigilados/medicamentos-y-productos-biologicos/sala-especializada-medicamentos-sintesis,2019-sem-14-completa,listed
